0,6035.444017,6145.444017,6760.762124,6870.762124
1,6235.444017,6345.444017,6760.762124,6870.762124
2,6435.444017,6545.444017,6760.762124,6870.762124
3,6635.444017,6745.444017,6760.762124,6870.762124
4,6835.444017,6945.444017,6760.762124,6870.762124
5,7035.444017,7145.444017,6760.762124,6870.762124
6,7235.444017,7345.444017,6760.762124,6870.762124
7,7435.444017,7545.444017,6760.762124,6870.762124
8,7635.444017,7745.444017,6760.762124,6870.762124
9,7835.444017,7945.444017,6760.762124,6870.762124
10,8035.444017,8145.444017,6760.762124,6870.762124
11,8235.444017,8345.444017,6760.762124,6870.762124
12,8435.444017,8545.444017,6760.762124,6870.762124
13,8635.444017,8745.444017,6760.762124,6870.762124
14,8835.444017,8945.444017,6760.762124,6870.762124
15,9035.444017,9145.444017,6760.762124,6870.762124
16,9235.444017,9345.444017,6760.762124,6870.762124
17,9435.444017,9545.444017,6760.762124,6870.762124
18,9635.444017,9745.444017,6760.762124,6870.762124
19,9835.444017,9945.444017,6760.762124,6870.762124
20,10035.44402,10145.44402,6760.762124,6870.762124
21,10235.44402,10345.44402,6760.762124,6870.762124
22,10435.44402,10545.44402,6760.762124,6870.762124
23,10635.44402,10745.44402,6760.762124,6870.762124
24,10835.44402,10945.44402,6760.762124,6870.762124
25,11035.44402,11145.44402,6760.762124,6870.762124
26,11235.44402,11345.44402,6760.762124,6870.762124
27,11435.44402,11545.44402,6760.762124,6870.762124
28,11635.44402,11745.44402,6760.762124,6870.762124
29,11835.44402,11945.44402,6760.762124,6870.762124
30,12035.44402,12145.44402,6760.762124,6870.762124
31,12235.44402,12345.44402,6760.762124,6870.762124
32,12435.44402,12545.44402,6760.762124,6870.762124
33,12635.44402,12745.44402,6760.762124,6870.762124
34,12835.44402,12945.44402,6760.762124,6870.762124
35,13035.44402,13145.44402,6760.762124,6870.762124
36,13235.44402,13345.44402,6760.762124,6870.762124
37,13435.44402,13545.44402,6760.762124,6870.762124
38,13635.44402,13745.44402,6760.762124,6870.762124
39,13835.44402,13945.44402,6760.762124,6870.762124
40,14035.44402,14145.44402,6760.762124,6870.762124
41,14235.44402,14345.44402,6760.762124,6870.762124
42,14435.44402,14545.44402,6760.762124,6870.762124
43,14635.44402,14745.44402,6760.762124,6870.762124
44,14835.44402,14945.44402,6760.762124,6870.762124
45,15035.44402,15145.44402,6760.762124,6870.762124
46,15235.44402,15345.44402,6760.762124,6870.762124
47,15435.44402,15545.44402,6760.762124,6870.762124
48,15635.44402,15745.44402,6760.762124,6870.762124
49,15835.44402,15945.44402,6760.762124,6870.762124
50,16035.44402,16145.44402,6760.762124,6870.762124
51,16235.44402,16345.44402,6760.762124,6870.762124
52,16435.44402,16545.44402,6760.762124,6870.762124
53,16635.44402,16745.44402,6760.762124,6870.762124
54,16835.44402,16945.44402,6760.762124,6870.762124
55,17035.44402,17145.44402,6760.762124,6870.762124
56,17235.44402,17345.44402,6760.762124,6870.762124
57,17435.44402,17545.44402,6760.762124,6870.762124
58,17635.44402,17745.44402,6760.762124,6870.762124
59,17835.44402,17945.44402,6760.762124,6870.762124
60,18035.44402,18145.44402,6760.762124,6870.762124
61,18235.44402,18345.44402,6760.762124,6870.762124
62,18435.44402,18545.44402,6760.762124,6870.762124
63,18635.44402,18745.44402,6760.762124,6870.762124
64,18835.44402,18945.44402,6760.762124,6870.762124
65,19035.44402,19145.44402,6760.762124,6870.762124
66,19235.44402,19345.44402,6760.762124,6870.762124
67,19435.44402,19545.44402,6760.762124,6870.762124
68,19635.44402,19745.44402,6760.762124,6870.762124
69,19835.44402,19945.44402,6760.762124,6870.762124
70,20035.44402,20145.44402,6760.762124,6870.762124
71,20235.44402,20345.44402,6760.762124,6870.762124
72,20435.44402,20545.44402,6760.762124,6870.762124
73,20635.44402,20745.44402,6760.762124,6870.762124
74,20835.44402,20945.44402,6760.762124,6870.762124
75,21035.44402,21145.44402,6760.762124,6870.762124
76,21235.44402,21345.44402,6760.762124,6870.762124
77,21435.44402,21545.44402,6760.762124,6870.762124
78,21635.44402,21745.44402,6760.762124,6870.762124
79,21835.44402,21945.44402,6760.762124,6870.762124
80,22035.44402,22145.44402,6760.762124,6870.762124
81,22235.44402,22345.44402,6760.762124,6870.762124
